Recording_ID,Genus,Specific_epithet,English_name,Vocalization_type
134676,Ficedula,parva,Red-breasted Flycatcher,"male, song"
316278,Ficedula,parva,Red-breasted Flycatcher,"adult male, song"
316275,Ficedula,parva,Red-breasted Flycatcher,"song, subadult male"
194066,Ficedula,parva,Red-breasted Flycatcher,"male, song"
193327,Ficedula,parva,Red-breasted Flycatcher,"male, song"
318736,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
199482,Ficedula,parva,Red-breasted Flycatcher,"male, song"
194017,Linaria,cannabina,Common Linnet,"male, song"
187045,Linaria,cannabina,Common Linnet,"call, female, flight call, male, song"
120711,Linaria,cannabina,Common Linnet,"call, female, male, song"
196779,Linaria,cannabina,Common Linnet,"male, song"
470878,Linaria,cannabina,Common Linnet,"male, song"
202586,Linaria,cannabina,Common Linnet,"call, female, male, song"
167178,Linaria,cannabina,Common Linnet,"male, song"
326642,Linaria,cannabina,Common Linnet,"call, male, song"
123741,Linaria,cannabina,Common Linnet,"male, subsong"
189199,Linaria,cannabina,Common Linnet,"male, song"
206523,Linaria,cannabina,Common Linnet,"male, song"
201123,Linaria,cannabina,Common Linnet,"male, song"
196249,Linaria,cannabina,Common Linnet,"call, female, male, song"
202590,Linaria,cannabina,Common Linnet,"call, female, male, song"
169017,Linaria,cannabina,Common Linnet,"call, flight call, male, song"
120709,Linaria,cannabina,Common Linnet,"conflict song, male"
510681,Linaria,cannabina,Common Linnet,"flight call, male, song"
198814,Linaria,cannabina,Common Linnet,"male, song"
187046,Linaria,cannabina,Common Linnet,"call, female, flight call, male, song"
200300,Linaria,cannabina,Common Linnet,"male, song"
202589,Linaria,cannabina,Common Linnet,"call, female, male, song"
202593,Linaria,cannabina,Common Linnet,"call, female, flight call, male, song"
374396,Linaria,cannabina,Common Linnet,autumn song of an old male (at leas second calendar year) and a female/juvenile 
125782,Linaria,cannabina,Common Linnet,"call, female, male, song"
120707,Linaria,cannabina,Common Linnet,"male, song"
278438,Linaria,cannabina,Common Linnet,"call, male, song"
179887,Linaria,cannabina,Common Linnet,"male, song"
196251,Linaria,cannabina,Common Linnet,"female, male, song"
189200,Linaria,cannabina,Common Linnet,"male, song"
200295,Linaria,cannabina,Common Linnet,"call, male, song"
367061,Linaria,cannabina,Common Linnet,"male, song"
522350,Linaria,cannabina,Common Linnet,"adult, male, song"
206211,Linaria,cannabina,Common Linnet,"male, song"
463825,Linaria,cannabina,Common Linnet,"male, song"
201282,Linaria,cannabina,Common Linnet,"male, song"
202591,Linaria,cannabina,Common Linnet,"call, female, flight call, male, song"
169472,Linaria,cannabina,Common Linnet,"male, song"
421682,Linaria,cannabina,Common Linnet,"call, male, song"
372934,Linaria,cannabina,Common Linnet,"call, male, song"
206356,Linaria,cannabina,Common Linnet,"male, song"
202596,Linaria,cannabina,Common Linnet,"call, female, flight call, male, song"
32832,Linaria,cannabina,Common Linnet,song of a perched male
206525,Linaria,cannabina,Common Linnet,"male, song"
112957,Luscinia,svecica,Bluethroat,"male, song"
112939,Luscinia,svecica,Bluethroat,"male, song"
142733,Luscinia,svecica,Bluethroat,"male, song"
187875,Luscinia,svecica,Bluethroat,"male, song"
450304,Luscinia,svecica,Bluethroat,"male, song"
328618,Luscinia,svecica,Bluethroat,"male, song"
112944,Luscinia,svecica,Bluethroat,"male, song"
410921,Luscinia,svecica,Bluethroat,"male, song"
134702,Luscinia,svecica,Bluethroat,"male, song"
112951,Luscinia,svecica,Bluethroat,"male, song"
411121,Luscinia,svecica,Bluethroat,"male, song"
322717,Luscinia,svecica,Bluethroat,"male, song"
306143,Luscinia,svecica,Bluethroat,"male, song"
364898,Luscinia,svecica,Bluethroat,"male, song"
246454,Luscinia,svecica,Bluethroat,"male, song"
142064,Luscinia,svecica,Bluethroat,"male, song"
476368,Luscinia,svecica,Bluethroat,"male, song"
199255,Luscinia,svecica,Bluethroat,"male, song"
112949,Luscinia,svecica,Bluethroat,"male, song"
313710,Luscinia,svecica,Bluethroat,"male, song"
364895,Luscinia,svecica,Bluethroat,"male, song"
364911,Luscinia,svecica,Bluethroat,"male, song"
511914,Luscinia,svecica,Bluethroat,"male, song"
142735,Luscinia,svecica,Bluethroat,"male, song"
520113,Luscinia,svecica,Bluethroat,"adult, male, song"
469580,Luscinia,svecica,Bluethroat,"male, song"
246461,Luscinia,svecica,Bluethroat,"male, song"
310716,Luscinia,svecica,Bluethroat,"male, mimicing, song"
328611,Luscinia,svecica,Bluethroat,"male, song"
243742,Luscinia,svecica,Bluethroat,"male, song"
410930,Luscinia,svecica,Bluethroat,"male, song"
511918,Luscinia,svecica,Bluethroat,"male, song"
410931,Luscinia,svecica,Bluethroat,"male, song"
511916,Luscinia,svecica,Bluethroat,"male, mimicry/imitation, song"
410917,Luscinia,svecica,Bluethroat,"male, song"
364910,Luscinia,svecica,Bluethroat,"male, song"
112936,Luscinia,svecica,Bluethroat,"male, song"
511915,Luscinia,svecica,Bluethroat,"male, song"
511913,Luscinia,svecica,Bluethroat,"male, song"
112921,Luscinia,svecica,Bluethroat,"male, song"
328614,Luscinia,svecica,Bluethroat,"male, song"
511919,Luscinia,svecica,Bluethroat,"male, song"
469576,Luscinia,svecica,Bluethroat,"male, song"
131692,Alauda,arvensis,Eurasian Skylark,"flight call, male, song"
123170,Alauda,arvensis,Eurasian Skylark,"male, song"
309621,Alauda,arvensis,Eurasian Skylark,"male, song"
156831,Alauda,arvensis,Eurasian Skylark,"flight call, male, song"
484708,Alauda,arvensis,Eurasian Skylark,"flight call, male, song"
182281,Alauda,arvensis,Eurasian Skylark,"male, song"
131537,Alauda,arvensis,Eurasian Skylark,"flight call, male, song"
476366,Alauda,arvensis,Eurasian Skylark,"male, song"
142423,Alauda,arvensis,Eurasian Skylark,"male, song"
123169,Alauda,arvensis,Eurasian Skylark,"male, song"
198232,Alauda,arvensis,Eurasian Skylark,"male, song"
176601,Alauda,arvensis,Eurasian Skylark,"flight call, male, song"
309457,Alauda,arvensis,Eurasian Skylark,"male, song"
188745,Alauda,arvensis,Eurasian Skylark,"male, song"
367931,Alauda,arvensis,Eurasian Skylark,"male, song"
309610,Alauda,arvensis,Eurasian Skylark,"male, song"
535734,Alauda,arvensis,Eurasian Skylark,"adult, male, song, subsong"
169009,Alauda,arvensis,Eurasian Skylark,"male, song"
131690,Alauda,arvensis,Eurasian Skylark,"flight call, male, song"
168330,Alauda,arvensis,Eurasian Skylark,"male, song"
188743,Alauda,arvensis,Eurasian Skylark,"male, song"
189392,Alauda,arvensis,Eurasian Skylark,"male, song"
205599,Alauda,arvensis,Eurasian Skylark,"male, song"
312760,Alauda,arvensis,Eurasian Skylark,"male, song"
309465,Alauda,arvensis,Eurasian Skylark,"male, song"
198807,Alauda,arvensis,Eurasian Skylark,"male, song"
421695,Alauda,arvensis,Eurasian Skylark,"flight call, male, song"
309476,Alauda,arvensis,Eurasian Skylark,"male, song"
170205,Alauda,arvensis,Eurasian Skylark,"male, song"
476946,Alauda,arvensis,Eurasian Skylark,"male, song"
206635,Alauda,arvensis,Eurasian Skylark,"male, song"
196784,Alauda,arvensis,Eurasian Skylark,"flight call, male, song"
205834,Alauda,arvensis,Eurasian Skylark,"male, song"
189393,Alauda,arvensis,Eurasian Skylark,"male, song"
189387,Alauda,arvensis,Eurasian Skylark,"male, song"
131285,Alauda,arvensis,Eurasian Skylark,"male, song"
205620,Alauda,arvensis,Eurasian Skylark,"male, song"
205598,Alauda,arvensis,Eurasian Skylark,"male, song"
158166,Alauda,arvensis,Eurasian Skylark,"male, song"
181577,Alauda,arvensis,Eurasian Skylark,"male, song"
255686,Alauda,arvensis,Eurasian Skylark,"male, song"
198671,Alauda,arvensis,Eurasian Skylark,"male, song"
309616,Alauda,arvensis,Eurasian Skylark,"male, song"
132228,Luscinia,luscinia,Thrush Nightingale,"male, song"
247794,Luscinia,luscinia,Thrush Nightingale,"male, song"
134656,Luscinia,luscinia,Thrush Nightingale,"male, song"
476680,Luscinia,luscinia,Thrush Nightingale,"male, song"
287930,Luscinia,luscinia,Thrush Nightingale,"male, song"
106677,Luscinia,luscinia,Thrush Nightingale,"male, song"
420197,Luscinia,luscinia,Thrush Nightingale,"male, song"
132900,Luscinia,luscinia,Thrush Nightingale,"male, song"
132244,Luscinia,luscinia,Thrush Nightingale,"male, song"
476704,Luscinia,luscinia,Thrush Nightingale,"male, song"
179238,Luscinia,luscinia,Thrush Nightingale,"male, song"
376998,Luscinia,luscinia,Thrush Nightingale,"male, song"
306157,Luscinia,luscinia,Thrush Nightingale,"male, song"
417556,Luscinia,luscinia,Thrush Nightingale,"male, song"
315914,Luscinia,luscinia,Thrush Nightingale,"male, song"
199691,Luscinia,luscinia,Thrush Nightingale,"male, song"
537100,Luscinia,luscinia,Thrush Nightingale,"male, song"
178804,Luscinia,luscinia,Thrush Nightingale,"male, song"
104377,Luscinia,luscinia,Thrush Nightingale,"male, song"
199302,Luscinia,luscinia,Thrush Nightingale,"male, song"
291160,Luscinia,luscinia,Thrush Nightingale,"male, song"
369927,Luscinia,luscinia,Thrush Nightingale,"male, song"
178834,Luscinia,luscinia,Thrush Nightingale,"male, song"
296253,Luscinia,luscinia,Thrush Nightingale,"male, song"
193333,Luscinia,luscinia,Thrush Nightingale,"autumn subsong, call, male"
133554,Luscinia,luscinia,Thrush Nightingale,"male, song"
319070,Luscinia,luscinia,Thrush Nightingale,"male, song"
381335,Luscinia,luscinia,Thrush Nightingale,"male, song"
135787,Luscinia,luscinia,Thrush Nightingale,"male, song"
455616,Luscinia,luscinia,Thrush Nightingale,"male, song"
179253,Luscinia,luscinia,Thrush Nightingale,"male, song"
372475,Luscinia,luscinia,Thrush Nightingale,"male, song"
179240,Luscinia,luscinia,Thrush Nightingale,"male, song"
372465,Luscinia,luscinia,Thrush Nightingale,"male, song"
369930,Luscinia,luscinia,Thrush Nightingale,"male, song"
104378,Luscinia,luscinia,Thrush Nightingale,"male, song"
178964,Luscinia,luscinia,Thrush Nightingale,"male, song"
178832,Luscinia,luscinia,Thrush Nightingale,"male, song"
118260,Luscinia,luscinia,Thrush Nightingale,"male, song"
135786,Luscinia,luscinia,Thrush Nightingale,"male, song"
193332,Luscinia,luscinia,Thrush Nightingale,"autumn subsong, call, male, song"
278018,Luscinia,luscinia,Thrush Nightingale,"male, song"
246863,Luscinia,luscinia,Thrush Nightingale,"male, song"
133143,Phoenicurus,phoenicurus,Common Redstart,"male, song"
366515,Phoenicurus,phoenicurus,Common Redstart,"male, song"
180825,Phoenicurus,phoenicurus,Common Redstart,"male, song"
482767,Phoenicurus,phoenicurus,Common Redstart,"male, song"
350316,Phoenicurus,phoenicurus,Common Redstart,"male, song"
177500,Phoenicurus,phoenicurus,Common Redstart,"male, song"
468581,Phoenicurus,phoenicurus,Common Redstart,"adult, male, mimicry/imitation, song"
186059,Phoenicurus,phoenicurus,Common Redstart,"male, song"
178823,Phoenicurus,phoenicurus,Common Redstart,"Imitations, male, song"
509358,Phoenicurus,phoenicurus,Common Redstart,"adult, male, song"
253019,Phoenicurus,phoenicurus,Common Redstart,"male, song"
401941,Phoenicurus,phoenicurus,Common Redstart,"male, song"
178574,Phoenicurus,phoenicurus,Common Redstart,"male, song"
368712,Phoenicurus,phoenicurus,Common Redstart,"male, song"
468579,Phoenicurus,phoenicurus,Common Redstart,"adult, male, mimicry/imitation, song"
373855,Phoenicurus,phoenicurus,Common Redstart,"male, song"
350305,Phoenicurus,phoenicurus,Common Redstart,"male, song"
512579,Phoenicurus,phoenicurus,Common Redstart,"male, song"
252297,Phoenicurus,phoenicurus,Common Redstart,"male, song"
177585,Phoenicurus,phoenicurus,Common Redstart,"male, song"
350308,Phoenicurus,phoenicurus,Common Redstart,"male, song"
367523,Phoenicurus,phoenicurus,Common Redstart,"male, song"
374553,Phoenicurus,phoenicurus,Common Redstart,"male, song"
232985,Phoenicurus,phoenicurus,Common Redstart,"male, song"
369986,Phoenicurus,phoenicurus,Common Redstart,"male, song"
312901,Phoenicurus,phoenicurus,Common Redstart,"male, song"
142803,Phoenicurus,phoenicurus,Common Redstart,"male, song"
375833,Phoenicurus,phoenicurus,Common Redstart,"male, song"
413703,Phoenicurus,phoenicurus,Common Redstart,"male, song"
318580,Phoenicurus,phoenicurus,Common Redstart,"male, song"
474480,Phoenicurus,phoenicurus,Common Redstart,"male, song"
253022,Phoenicurus,phoenicurus,Common Redstart,"male, song"
243750,Phoenicurus,phoenicurus,Common Redstart,"male, song"
193288,Phoenicurus,phoenicurus,Common Redstart,"male, song"
480587,Phoenicurus,phoenicurus,Common Redstart,"male, song"
131703,Phoenicurus,phoenicurus,Common Redstart,"male, song"
236829,Phoenicurus,phoenicurus,Common Redstart,"male, song"
189040,Phoenicurus,phoenicurus,Common Redstart,"male, song"
373273,Phoenicurus,phoenicurus,Common Redstart,"male, song"
132700,Phoenicurus,phoenicurus,Common Redstart,"male, song"
278021,Phoenicurus,phoenicurus,Common Redstart,"male, song"
156600,Phoenicurus,phoenicurus,Common Redstart,"male, song"
366510,Phoenicurus,phoenicurus,Common Redstart,"male, song"
508273,Aegolius,funereus,Boreal Owl,"male, song"
132605,Aegolius,funereus,Boreal Owl,"male, song"
512538,Aegolius,funereus,Boreal Owl,"male, song"
118307,Aegolius,funereus,Boreal Owl,"male, song"
512182,Aegolius,funereus,Boreal Owl,"male, song"
168149,Aegolius,funereus,Boreal Owl,"male, song"
140673,Aegolius,funereus,Boreal Owl,"male, song"
381324,Aegolius,funereus,Boreal Owl,"male, song"
505269,Aegolius,funereus,Boreal Owl,"adult, male, song"
509455,Aegolius,funereus,Boreal Owl,"adult, male, song"
363036,Aegolius,funereus,Boreal Owl,"male, song"
512068,Aegolius,funereus,Boreal Owl,"male, song"
480628,Aegolius,funereus,Boreal Owl,"male, song"
172742,Aegolius,funereus,Boreal Owl,"male, song"
512180,Aegolius,funereus,Boreal Owl,"male, song"
362909,Aegolius,funereus,Boreal Owl,"male, song"
508108,Aegolius,funereus,Boreal Owl,"male, song"
513156,Aegolius,funereus,Boreal Owl,"male, song"
401793,Aegolius,funereus,Boreal Owl,"male, song"
132606,Aegolius,funereus,Boreal Owl,"male, song"
168502,Aegolius,funereus,Boreal Owl,"male, song"
175243,Aegolius,funereus,Boreal Owl,"male, song"
480631,Aegolius,funereus,Boreal Owl,"male, song"
509452,Aegolius,funereus,Boreal Owl,"adult, from the natural nest hole, male, song"
508096,Aegolius,funereus,Boreal Owl,"male, song"
478890,Aegolius,funereus,Boreal Owl,"male, song"
509547,Aegolius,funereus,Boreal Owl,"adult, male, song"
512069,Aegolius,funereus,Boreal Owl,"male, song"
131493,Aegolius,funereus,Boreal Owl,"male, song"
512406,Aegolius,funereus,Boreal Owl,"male, song"
508051,Aegolius,funereus,Boreal Owl,"male, song"
505271,Aegolius,funereus,Boreal Owl,"adult, male, song"
467738,Aegolius,funereus,Boreal Owl,"male, song"
467737,Aegolius,funereus,Boreal Owl,"call, female, male, song"
132604,Aegolius,funereus,Boreal Owl,"male, song"
480662,Aegolius,funereus,Boreal Owl,"male, song"
480630,Aegolius,funereus,Boreal Owl,"male, song"
480571,Aegolius,funereus,Boreal Owl,"male, song"
480566,Aegolius,funereus,Boreal Owl,"male, song"
508094,Aegolius,funereus,Boreal Owl,"male, song"
177451,Aegolius,funereus,Boreal Owl,"male, song"
508274,Aegolius,funereus,Boreal Owl,"male, song"
512178,Aegolius,funereus,Boreal Owl,"male, song"
185872,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
168553,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
529764,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
212879,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
516963,Cyanistes,caeruleus,Eurasian Blue Tit,"adult, call, male, song"
184547,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
184545,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
304130,Cyanistes,caeruleus,Eurasian Blue Tit,"call, female, male, song"
210428,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
212315,Cyanistes,caeruleus,Eurasian Blue Tit,"call, male, song"
207418,Cyanistes,caeruleus,Eurasian Blue Tit,"call, male, song"
311018,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
407101,Cyanistes,caeruleus,Eurasian Blue Tit,"call, male, song"
255491,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
418035,Cyanistes,caeruleus,Eurasian Blue Tit,"call, female, male, song"
207231,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
168019,Cyanistes,caeruleus,Eurasian Blue Tit,"call, male, song"
533328,Cyanistes,caeruleus,Eurasian Blue Tit,"adult, male, song"
207706,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
184544,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
254053,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
255495,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
480471,Cyanistes,caeruleus,Eurasian Blue Tit,"call, female, male, song"
187845,Cyanistes,caeruleus,Eurasian Blue Tit,"call, male, song"
129626,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
377867,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
212317,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
405168,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
253776,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
526109,Cyanistes,caeruleus,Eurasian Blue Tit,"adult, male, song"
122468,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
121314,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
359252,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
313933,Cyanistes,caeruleus,Eurasian Blue Tit,"call, female, male, song"
134039,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
121313,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
480469,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
406511,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
403124,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
122923,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
255496,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
187844,Cyanistes,caeruleus,Eurasian Blue Tit,"call, male, song"
408338,Cyanistes,caeruleus,Eurasian Blue Tit,"male, song"
157279,Hirundo,rustica,Barn Swallow,"male, song"
443771,Hirundo,rustica,Barn Swallow,"male, song"
195232,Hirundo,rustica,Barn Swallow,"call, male, song"
361807,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
157283,Hirundo,rustica,Barn Swallow,"male, song"
157282,Hirundo,rustica,Barn Swallow,"male, song"
198812,Hirundo,rustica,Barn Swallow,"male, song"
195229,Hirundo,rustica,Barn Swallow,"call, male, song"
157319,Hirundo,rustica,Barn Swallow,"male, song"
195234,Hirundo,rustica,Barn Swallow,"call, male, song"
361217,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
197220,Hirundo,rustica,Barn Swallow,"male, song"
361744,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
190844,Hirundo,rustica,Barn Swallow,"male, song"
512992,Hirundo,rustica,Barn Swallow,"adult, female, male, song"
481796,Hirundo,rustica,Barn Swallow,"alarm call, call, female, flight call, juvenile, male, song"
195228,Hirundo,rustica,Barn Swallow,"call, male, song"
157280,Hirundo,rustica,Barn Swallow,"male, song"
197219,Hirundo,rustica,Barn Swallow,"male, song"
197223,Hirundo,rustica,Barn Swallow,"male, song"
361735,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
157314,Hirundo,rustica,Barn Swallow,"male, song"
361811,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
205735,Hirundo,rustica,Barn Swallow,"male, song"
157326,Hirundo,rustica,Barn Swallow,"male, song"
201542,Hirundo,rustica,Barn Swallow,"call, female, juvenile, male, song"
196240,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
361812,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
361750,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
361745,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
197714,Hirundo,rustica,Barn Swallow,"male, song"
203014,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
157278,Hirundo,rustica,Barn Swallow,"male, song"
361737,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
361241,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
195227,Hirundo,rustica,Barn Swallow,"call, male, song"
361213,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
361808,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
197713,Hirundo,rustica,Barn Swallow,"male, song"
157313,Hirundo,rustica,Barn Swallow,"male, song"
361741,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
361221,Hirundo,rustica,Barn Swallow,"call, female, flight call, male, song"
322168,Hirundo,rustica,Barn Swallow,"male, song"
128729,Emberiza,cirlus,Cirl Bunting,"male, song"
463848,Emberiza,cirlus,Cirl Bunting,"male, song"
278122,Emberiza,cirlus,Cirl Bunting,"male, song"
446481,Emberiza,cirlus,Cirl Bunting,"call, flight call, male, song"
402642,Emberiza,cirlus,Cirl Bunting,"male, song"
409757,Emberiza,cirlus,Cirl Bunting,"male, song"
247251,Emberiza,cirlus,Cirl Bunting,"male, song"
128726,Emberiza,cirlus,Cirl Bunting,"call, male, song"
299874,Emberiza,cirlus,Cirl Bunting,"call, female, flight call, male, song"
277538,Emberiza,cirlus,Cirl Bunting,"call, male, song"
246592,Emberiza,cirlus,Cirl Bunting,"male, song"
327239,Emberiza,cirlus,Cirl Bunting,"male, song"
375487,Emberiza,cirlus,Cirl Bunting,"male, song"
280863,Emberiza,cirlus,Cirl Bunting,"male, song"
409756,Emberiza,cirlus,Cirl Bunting,"male, song"
277244,Emberiza,cirlus,Cirl Bunting,"male, song"
128727,Emberiza,cirlus,Cirl Bunting,"call, male, song"
481011,Emberiza,cirlus,Cirl Bunting,"call, male, song"
128724,Emberiza,cirlus,Cirl Bunting,"call, male, song"
280872,Emberiza,cirlus,Cirl Bunting,"male, song"
112568,Emberiza,cirlus,Cirl Bunting,"male, song"
131708,Emberiza,cirlus,Cirl Bunting,"male, song"
128717,Emberiza,cirlus,Cirl Bunting,"male, song"
357389,Emberiza,cirlus,Cirl Bunting,"male, song"
256679,Emberiza,cirlus,Cirl Bunting,"male, song"
327986,Emberiza,cirlus,Cirl Bunting,"call, male, song"
280864,Emberiza,cirlus,Cirl Bunting,"male, song"
144098,Emberiza,cirlus,Cirl Bunting,"male, song"
128715,Emberiza,cirlus,Cirl Bunting,"male, song"
128714,Emberiza,cirlus,Cirl Bunting,"male, song"
357391,Emberiza,cirlus,Cirl Bunting,"male, song"
299873,Emberiza,cirlus,Cirl Bunting,"call, female, flight call, male, song"
128720,Emberiza,cirlus,Cirl Bunting,"male, song"
128711,Emberiza,cirlus,Cirl Bunting,"male, song"
443791,Emberiza,cirlus,Cirl Bunting,"call, male, song"
171718,Emberiza,cirlus,Cirl Bunting,"male, song"
375486,Emberiza,cirlus,Cirl Bunting,"call, male, song"
128716,Emberiza,cirlus,Cirl Bunting,"male, song"
298611,Emberiza,cirlus,Cirl Bunting,"male, song"
128731,Emberiza,cirlus,Cirl Bunting,"call, flight call, male, song"
381951,Emberiza,cirlus,Cirl Bunting,"male, song"
282167,Emberiza,cirlus,Cirl Bunting,"male, song"
128718,Emberiza,cirlus,Cirl Bunting,"male, song"
125852,Locustella,naevia,Common Grasshopper Warbler,"male, song"
135300,Locustella,naevia,Common Grasshopper Warbler,"male, song"
125853,Locustella,naevia,Common Grasshopper Warbler,"male, song"
422008,Locustella,naevia,Common Grasshopper Warbler,"male, song"
422445,Locustella,naevia,Common Grasshopper Warbler,"male, song"
198931,Locustella,naevia,Common Grasshopper Warbler,"male, song"
198924,Locustella,naevia,Common Grasshopper Warbler,"male, song"
120625,Locustella,naevia,Common Grasshopper Warbler,"male, song"
381330,Locustella,naevia,Common Grasshopper Warbler,"male, song"
198929,Locustella,naevia,Common Grasshopper Warbler,"male, song"
198926,Locustella,naevia,Common Grasshopper Warbler,"male, song"
199086,Locustella,naevia,Common Grasshopper Warbler,"male, song"
142074,Locustella,naevia,Common Grasshopper Warbler,"male, song"
314038,Locustella,naevia,Common Grasshopper Warbler,"male, song"
120624,Locustella,naevia,Common Grasshopper Warbler,"male, song"
379860,Locustella,naevia,Common Grasshopper Warbler,"male, song"
198933,Locustella,naevia,Common Grasshopper Warbler,"male, song"
125850,Locustella,naevia,Common Grasshopper Warbler,"male, song"
477858,Locustella,naevia,Common Grasshopper Warbler,"male, song"
198925,Locustella,naevia,Common Grasshopper Warbler,"male, song"
199083,Locustella,naevia,Common Grasshopper Warbler,"male, song"
120628,Locustella,naevia,Common Grasshopper Warbler,"male, song"
125854,Locustella,naevia,Common Grasshopper Warbler,"male, song"
121189,Locustella,naevia,Common Grasshopper Warbler,"male, song"
314279,Locustella,naevia,Common Grasshopper Warbler,"male, song"
142389,Locustella,naevia,Common Grasshopper Warbler,"male, song"
315632,Locustella,naevia,Common Grasshopper Warbler,"male, song"
199082,Locustella,naevia,Common Grasshopper Warbler,"male, song"
198927,Locustella,naevia,Common Grasshopper Warbler,"male, song"
120678,Locustella,naevia,Common Grasshopper Warbler,"male, song"
120677,Locustella,naevia,Common Grasshopper Warbler,"male, song"
199078,Locustella,naevia,Common Grasshopper Warbler,"male, song"
120619,Locustella,naevia,Common Grasshopper Warbler,"male, song"
133629,Locustella,naevia,Common Grasshopper Warbler,"male, song"
120675,Locustella,naevia,Common Grasshopper Warbler,"male, song"
481660,Locustella,naevia,Common Grasshopper Warbler,"male, song"
120627,Locustella,naevia,Common Grasshopper Warbler,"male, song"
121188,Locustella,naevia,Common Grasshopper Warbler,"male, song"
199506,Locustella,naevia,Common Grasshopper Warbler,"male, song"
189153,Locustella,naevia,Common Grasshopper Warbler,"male, song"
368334,Locustella,naevia,Common Grasshopper Warbler,"male, song"
199081,Locustella,naevia,Common Grasshopper Warbler,"male, song"
125851,Locustella,naevia,Common Grasshopper Warbler,"male, song"
421042,Cuculus,canorus,Common Cuckoo,"call, female, male, song"
289719,Cuculus,canorus,Common Cuckoo,"male, song"
509337,Cuculus,canorus,Common Cuckoo,"male, song"
369920,Cuculus,canorus,Common Cuckoo,"male, song"
289959,Cuculus,canorus,Common Cuckoo,"male, song"
265281,Cuculus,canorus,Common Cuckoo,"male, song"
289715,Cuculus,canorus,Common Cuckoo,"male, song"
369924,Cuculus,canorus,Common Cuckoo,"call, male, song"
374422,Cuculus,canorus,Common Cuckoo,"male, song"
289891,Cuculus,canorus,Common Cuckoo,"male, song"
293443,Cuculus,canorus,Common Cuckoo,"male, song"
505924,Cuculus,canorus,Common Cuckoo,"adult, call, male, song"
510786,Cuculus,canorus,Common Cuckoo,"adult, male, song"
289725,Cuculus,canorus,Common Cuckoo,"call, male, song"
142386,Cuculus,canorus,Common Cuckoo,"call, male, song"
481096,Cuculus,canorus,Common Cuckoo,"male, song"
350196,Cuculus,canorus,Common Cuckoo,"male, song"
374460,Cuculus,canorus,Common Cuckoo,"male, song"
322581,Cuculus,canorus,Common Cuckoo,"male, song"
417092,Cuculus,canorus,Common Cuckoo,"male, song"
139578,Cuculus,canorus,Common Cuckoo,"male, song"
477588,Cuculus,canorus,Common Cuckoo,"male, song"
371679,Cuculus,canorus,Common Cuckoo,"male, song"
289704,Cuculus,canorus,Common Cuckoo,"male, song"
511615,Cuculus,canorus,Common Cuckoo,"male, song"
289888,Cuculus,canorus,Common Cuckoo,"male, song"
